时间/h,药材半径/cm
2.65000000,1.57812204
2.66666667,1.57691522
2.68333333,1.57570728
2.70000000,1.57449780
2.71666667,1.57328638
2.73333333,1.57207261
2.75000000,1.57085608
2.76666667,1.56963638
2.78333333,1.56841312
2.80000000,1.56718587
2.81666667,1.56595424
2.83333333,1.56471781
2.85000000,1.56347617
2.86666667,1.56222893
2.88333333,1.56097566
2.90000000,1.55971597
2.91666667,1.55844944
2.93333333,1.55717567
2.95000000,1.55589425
2.96666667,1.55460477
2.98333333,1.55330682
3.00000000,1.55200000
3.01666667,1.55067739
3.03333333,1.54933347
3.05000000,1.54796996
3.06666667,1.54658856
3.08333333,1.54519100
3.10000000,1.54377897
3.11666667,1.54235420
3.13333333,1.54091838
3.15000000,1.53947324
3.16666667,1.53802048
3.18333333,1.53656181
3.20000000,1.53509894
3.21666667,1.53363359
3.23333333,1.53216747
3.25000000,1.53070228
3.26666667,1.52923973
3.28333333,1.52778155
3.30000000,1.52632943
3.31666667,1.52488509
3.33333333,1.52345024
3.35000000,1.52202659
3.36666667,1.52061585
3.38333333,1.51921973
3.40000000,1.51783994
3.41666667,1.51647820
3.43333333,1.51513621
3.45000000,1.51381568
3.46666667,1.51251833
3.48333333,1.51124587
3.50000000,1.51000000
3.51666667,1.50877497
3.53333333,1.50756351
3.55000000,1.50636510
3.56666667,1.50517920
3.58333333,1.50400529
3.60000000,1.50284283
3.61666667,1.50169130
3.63333333,1.50055016
3.65000000,1.49941888
3.66666667,1.49829693
3.68333333,1.49718378
3.70000000,1.49607890
3.71666667,1.49498176
3.73333333,1.49389183
3.75000000,1.49280857
3.76666667,1.49173146
3.78333333,1.49065997
3.80000000,1.48959355
3.81666667,1.48853170
3.83333333,1.48747386
3.85000000,1.48641952
3.86666667,1.48536814
3.88333333,1.48431919
3.90000000,1.48327214
3.91666667,1.48222646
3.93333333,1.48118161
3.95000000,1.48013707
3.96666667,1.47909231
3.98333333,1.47804680
4.00000000,1.47700000
4.01666667,1.47595125
4.03333333,1.47490060
4.05000000,1.47384863
4.06666667,1.47279588
4.08333333,1.47174294
4.10000000,1.47069035
4.11666667,1.46963869
4.13333333,1.46858851
4.15000000,1.46754038
4.16666667,1.46649486
4.18333333,1.46545251
4.20000000,1.46441391
4.21666667,1.46337960
4.23333333,1.46235016
4.25000000,1.46132615
4.26666667,1.46030812
4.28333333,1.45929665
4.30000000,1.45829229
4.31666667,1.45729561
4.33333333,1.45630718
4.35000000,1.45532755
4.36666667,1.45435728
4.38333333,1.45339695
4.40000000,1.45244712
4.41666667,1.45150834
4.43333333,1.45058118
4.45000000,1.44966620
4.46666667,1.44876397
4.48333333,1.44787505
4.50000000,1.44700000
4.51666667,1.44614069
4.53333333,1.44529789
4.55000000,1.44447050
4.56666667,1.44365746
4.58333333,1.44285767
4.60000000,1.44207005
4.61666667,1.44129352
4.63333333,1.44052699
4.65000000,1.43976937
4.66666667,1.43901959
4.68333333,1.43827657
4.70000000,1.43753921
4.71666667,1.43680643
4.73333333,1.43607715
4.75000000,1.43535028
4.76666667,1.43462475
4.78333333,1.43389946
4.80000000,1.43317334
4.81666667,1.43244529
4.83333333,1.43171424
4.85000000,1.43097910
4.86666667,1.43023879
4.88333333,1.42949222
4.90000000,1.42873831
4.91666667,1.42797598
4.93333333,1.42720414
4.95000000,1.42642170
4.96666667,1.42562759
4.98333333,1.42482072
5.00000000,1.42400000
5.01666667,1.42316496
5.03333333,1.42231648
5.05000000,1.42145552
5.06666667,1.42058304
5.08333333,1.41970000
5.10000000,1.41880736
5.11666667,1.41790608
5.13333333,1.41699712
5.15000000,1.41608144
5.16666667,1.41516000
5.18333333,1.41423376
5.20000000,1.41330368
5.21666667,1.41237072
5.23333333,1.41143584
5.25000000,1.41050000
5.26666667,1.40956416
5.28333333,1.40862928
5.30000000,1.40769632
5.31666667,1.40676624
5.33333333,1.40584000
5.35000000,1.40491856
5.36666667,1.40400288
5.38333333,1.40309392
5.40000000,1.40219264
5.41666667,1.40130000
5.43333333,1.40041696
5.45000000,1.39954448
5.46666667,1.39868352
5.48333333,1.39783504
5.50000000,1.39700000
5.51666667,1.39617301
5.53333333,1.39534818
5.55000000,1.39452572
5.56666667,1.39370584
5.58333333,1.39288878
5.60000000,1.39207472
5.61666667,1.39126390
5.63333333,1.39045653
5.65000000,1.38965281
5.66666667,1.38885297
5.68333333,1.38805722
5.70000000,1.38726577
5.71666667,1.38647884
5.73333333,1.38569664
5.75000000,1.38491939
5.76666667,1.38414730
5.78333333,1.38338058
5.80000000,1.38261946
5.81666667,1.38186414
5.83333333,1.38111483
5.85000000,1.38037176
5.86666667,1.37963514
5.88333333,1.37890518
5.90000000,1.37818210
5.91666667,1.37746610
5.93333333,1.37675741
5.95000000,1.37605624
5.96666667,1.37536281
5.98333333,1.37467732
6.00000000,1.37400000
6.01666667,1.37333215
6.03333333,1.37267454
6.05000000,1.37202657
6.06666667,1.37138766
6.08333333,1.37075720
6.10000000,1.37013459
6.11666667,1.36951925
6.13333333,1.36891057
6.15000000,1.36830797
6.16666667,1.36771083
6.18333333,1.36711858
6.20000000,1.36653061
6.21666667,1.36594632
6.23333333,1.36536512
6.25000000,1.36478642
6.26666667,1.36420962
6.28333333,1.36363412
6.30000000,1.36305932
6.31666667,1.36248464
6.33333333,1.36190947
6.35000000,1.36133322
6.36666667,1.36075529
6.38333333,1.36017509
6.40000000,1.35959203
6.41666667,1.35900549
6.43333333,1.35841490
6.45000000,1.35781965
6.46666667,1.35721915
6.48333333,1.35661280
6.50000000,1.35600000
6.51666667,1.35538091
6.53333333,1.35475640
6.55000000,1.35412694
6.56666667,1.35349300
6.58333333,1.35285507
6.60000000,1.35221362
6.61666667,1.35156912
6.63333333,1.35092205
6.65000000,1.35027289
6.66666667,1.34962211
6.68333333,1.34897019
6.70000000,1.34831760
6.71666667,1.34766483
6.73333333,1.34701234
6.75000000,1.34636062
6.76666667,1.34571013
6.78333333,1.34506136
6.80000000,1.34441478
6.81666667,1.34377087
6.83333333,1.34313010
6.85000000,1.34249295
6.86666667,1.34185990
6.88333333,1.34123141
6.90000000,1.34060798
6.91666667,1.33999006
6.93333333,1.33937815
6.95000000,1.33877271
6.96666667,1.33817422
6.98333333,1.33758316
7.00000000,1.33700000
7.01666667,1.33641998
7.03333333,1.33583837
7.05000000,1.33525568
7.06666667,1.33467243
7.08333333,1.33408913
7.10000000,1.33350630
7.11666667,1.33292446
7.13333333,1.33234411
7.15000000,1.33176578
7.16666667,1.33118999
7.18333333,1.33061724
7.20000000,1.33004805
7.21666667,1.32948295
7.23333333,1.32892243
7.25000000,1.32836703
7.26666667,1.32781726
7.28333333,1.32727363
7.30000000,1.32673665
7.31666667,1.32620685
7.33333333,1.32568474
7.35000000,1.32517083
7.36666667,1.32466564
7.38333333,1.32416970
7.40000000,1.32368350
7.41666667,1.32320757
7.43333333,1.32274243
7.45000000,1.32228858
7.46666667,1.32184655
7.48333333,1.32141685
7.50000000,1.32100000
7.51666667,1.32059576
7.53333333,1.32020309
7.55000000,1.31982126
7.56666667,1.31944956
7.58333333,1.31908728
7.60000000,1.31873371
7.61666667,1.31838812
7.63333333,1.31804980
7.65000000,1.31771804
7.66666667,1.31739213
7.68333333,1.31707134
7.70000000,1.31675497
7.71666667,1.31644229
7.73333333,1.31613260
7.75000000,1.31582517
7.76666667,1.31551931
7.78333333,1.31521428
7.80000000,1.31490937
7.81666667,1.31460387
7.83333333,1.31429707
7.85000000,1.31398825
7.86666667,1.31367670
7.88333333,1.31336169
7.90000000,1.31304252
7.91666667,1.31271847
7.93333333,1.31238882
7.95000000,1.31205287
7.96666667,1.31170989
7.98333333,1.31135917
8.00000000,1.31100000
8.01666667,1.31063140
8.03333333,1.31025340
8.05000000,1.30986676
8.06666667,1.30947227
8.08333333,1.30907071
8.10000000,1.30866284
8.11666667,1.30824944
8.13333333,1.30783129
8.15000000,1.30740916
8.16666667,1.30698384
8.18333333,1.30655609
8.20000000,1.30612669
8.21666667,1.30569642
8.23333333,1.30526605
8.25000000,1.30483636
8.26666667,1.30440813
8.28333333,1.30398213
8.30000000,1.30355913
8.31666667,1.30313991
8.33333333,1.30272525
8.35000000,1.30231593
8.36666667,1.30191271
8.38333333,1.30151638
8.40000000,1.30112771
8.41666667,1.30074747
8.43333333,1.30037645
8.45000000,1.30001542
8.46666667,1.29966515
8.48333333,1.29932642
8.50000000,1.29900000
8.51666667,1.29868445
8.53333333,1.29837744
8.55000000,1.29807840
8.56666667,1.29778679
8.58333333,1.29750206
8.60000000,1.29722364
8.61666667,1.29695100
8.63333333,1.29668357
8.65000000,1.29642080
8.66666667,1.29616214
8.68333333,1.29590704
8.70000000,1.29565493
8.71666667,1.29540528
8.73333333,1.29515752
8.75000000,1.29491111
8.76666667,1.29466549
8.78333333,1.29442010
8.80000000,1.29417440
8.81666667,1.29392783
8.83333333,1.29367984
8.85000000,1.29342987
8.86666667,1.29317737
8.88333333,1.29292179
8.90000000,1.29266258
8.91666667,1.29239918
8.93333333,1.29213104
8.95000000,1.29185760
8.96666667,1.29157832
8.98333333,1.29129264
9.00000000,1.29100000
9.01666667,1.29070008
9.03333333,1.29039325
9.05000000,1.29008000
9.06666667,1.28976082
9.08333333,1.28943621
9.10000000,1.28910667
9.11666667,1.28877267
9.13333333,1.28843473
9.15000000,1.28809333
9.16666667,1.28774897
9.18333333,1.28740214
9.20000000,1.28705333
9.21666667,1.28670305
9.23333333,1.28635177
9.25000000,1.28600000
9.26666667,1.28564823
9.28333333,1.28529695
9.30000000,1.28494667
9.31666667,1.28459786
9.33333333,1.28425103
9.35000000,1.28390667
9.36666667,1.28356527
9.38333333,1.28322733
9.40000000,1.28289333
9.41666667,1.28256379
9.43333333,1.28223918
9.45000000,1.28192000
9.46666667,1.28160675
9.48333333,1.28129992
9.50000000,1.28100000
9.51666667,1.28070507
9.53333333,1.28041283
9.55000000,1.28012320
9.56666667,1.27983610
9.58333333,1.27955144
9.60000000,1.27926916
9.61666667,1.27898916
9.63333333,1.27871138
9.65000000,1.27843573
9.66666667,1.27816214
9.68333333,1.27789052
9.70000000,1.27762080
9.71666667,1.27735290
9.73333333,1.27708673
9.75000000,1.27682222
9.76666667,1.27655930
9.78333333,1.27629787
9.80000000,1.27603787
9.81666667,1.27577921
9.83333333,1.27552181
9.85000000,1.27526560
9.86666667,1.27501050
9.88333333,1.27475642
9.90000000,1.27450329
9.91666667,1.27425103
9.93333333,1.27399956
9.95000000,1.27374880
9.96666667,1.27349867
9.98333333,1.27324910
10.00000000,1.27300000
10.01666667,1.27275155
10.03333333,1.27250400
10.05000000,1.27225735
10.06666667,1.27201163
10.08333333,1.27176686
10.10000000,1.27152304
10.11666667,1.27128019
10.13333333,1.27103833
10.15000000,1.27079748
10.16666667,1.27055764
10.18333333,1.27031885
10.20000000,1.27008111
10.21666667,1.26984443
10.23333333,1.26960885
10.25000000,1.26937436
10.26666667,1.26914099
10.28333333,1.26890875
10.30000000,1.26867766
10.31666667,1.26844774
10.33333333,1.26821899
10.35000000,1.26799145
10.36666667,1.26776511
10.38333333,1.26754001
10.40000000,1.26731614
10.41666667,1.26709354
10.43333333,1.26687222
10.45000000,1.26665218
10.46666667,1.26643346
10.48333333,1.26621606
10.50000000,1.26600000
10.51666667,1.26578612
10.53333333,1.26557511
10.55000000,1.26536677
10.56666667,1.26516089
10.58333333,1.26495726
10.60000000,1.26475569
10.61666667,1.26455597
10.63333333,1.26435788
10.65000000,1.26416123
10.66666667,1.26396581
10.68333333,1.26377142
10.70000000,1.26357785
10.71666667,1.26338489
10.73333333,1.26319234
10.75000000,1.26300000
10.76666667,1.26280766
10.78333333,1.26261511
10.80000000,1.26242215
10.81666667,1.26222858
10.83333333,1.26203419
10.85000000,1.26183877
10.86666667,1.26164212
10.88333333,1.26144403
10.90000000,1.26124431
10.91666667,1.26104274
10.93333333,1.26083911
10.95000000,1.26063323
10.96666667,1.26042489
10.98333333,1.26021388
11.00000000,1.26000000
11.01666667,1.25978219
11.03333333,1.25955976
11.05000000,1.25933312
11.06666667,1.25910262
11.08333333,1.25886865
11.10000000,1.25863159
11.11666667,1.25839182
11.13333333,1.25814971
11.15000000,1.25790565
11.16666667,1.25766002
11.18333333,1.25741319
11.20000000,1.25716554
11.21666667,1.25691745
11.23333333,1.25666930
11.25000000,1.25642147
11.26666667,1.25617434
11.28333333,1.25592829
11.30000000,1.25568369
11.31666667,1.25544093
11.33333333,1.25520038
11.35000000,1.25496242
11.36666667,1.25472744
11.38333333,1.25449580
11.40000000,1.25426790
11.41666667,1.25404410
11.43333333,1.25382479
11.45000000,1.25361035
11.46666667,1.25340115
11.48333333,1.25319757
11.50000000,1.25300000
11.51666667,1.25280678
11.53333333,1.25261597
11.55000000,1.25242750
11.56666667,1.25224132
11.58333333,1.25205736
11.60000000,1.25187556
11.61666667,1.25169585
11.63333333,1.25151819
11.65000000,1.25134250
11.66666667,1.25116872
11.68333333,1.25099680
11.70000000,1.25082667
11.71666667,1.25065826
11.73333333,1.25049152
11.75000000,1.25032639
11.76666667,1.25016280
11.78333333,1.25000069
11.80000000,1.24984000
11.81666667,1.24968067
11.83333333,1.24952263
11.85000000,1.24936583
11.86666667,1.24921021
11.88333333,1.24905569
11.90000000,1.24890222
11.91666667,1.24874974
11.93333333,1.24859819
11.95000000,1.24844750
11.96666667,1.24829761
11.98333333,1.24814847
12.00000000,1.24800000
12.01666667,1.24785282
12.03333333,1.24770752
12.05000000,1.24756400
12.06666667,1.24742216
12.08333333,1.24728189
12.10000000,1.24714311
12.11666667,1.24700571
12.13333333,1.24686960
12.15000000,1.24673467
12.16666667,1.24660082
12.18333333,1.24646797
12.20000000,1.24633600
12.21666667,1.24620482
12.23333333,1.24607434
12.25000000,1.24594444
12.26666667,1.24581505
12.28333333,1.24568604
12.30000000,1.24555733
12.31666667,1.24542882
12.33333333,1.24530041
12.35000000,1.24517200
12.36666667,1.24504349
12.38333333,1.24491478
12.40000000,1.24478578
12.41666667,1.24465638
12.43333333,1.24452649
12.45000000,1.24439600
12.46666667,1.24426482
12.48333333,1.24413286
12.50000000,1.24400000
12.51666667,1.24386667
12.53333333,1.24373333
12.55000000,1.24360000
12.56666667,1.24346667
12.58333333,1.24333333
12.60000000,1.24320000
12.61666667,1.24306667
12.63333333,1.24293333
12.65000000,1.24280000
12.66666667,1.24266667
12.68333333,1.24253333
12.70000000,1.24240000
12.71666667,1.24226667
12.73333333,1.24213333
12.75000000,1.24200000
12.76666667,1.24186667
12.78333333,1.24173333
12.80000000,1.24160000
12.81666667,1.24146667
12.83333333,1.24133333
12.85000000,1.24120000
12.86666667,1.24106667
12.88333333,1.24093333
12.90000000,1.24080000
12.91666667,1.24066667
12.93333333,1.24053333
12.95000000,1.24040000
12.96666667,1.24026667
12.98333333,1.24013333
13.00000000,1.24000000
13.01666667,1.23986605
13.03333333,1.23973096
13.05000000,1.23959486
13.06666667,1.23945786
13.08333333,1.23932011
13.10000000,1.23918171
13.11666667,1.23904281
13.13333333,1.23890353
13.15000000,1.23876400
13.16666667,1.23862434
13.18333333,1.23848468
13.20000000,1.23834514
13.21666667,1.23820586
13.23333333,1.23806696
13.25000000,1.23792857
13.26666667,1.23779081
13.28333333,1.23765382
13.30000000,1.23751771
13.31666667,1.23738262
13.33333333,1.23724868
13.35000000,1.23711600
13.36666667,1.23698472
13.38333333,1.23685496
13.40000000,1.23672686
13.41666667,1.23660053
13.43333333,1.23647611
13.45000000,1.23635371
13.46666667,1.23623348
13.48333333,1.23611553
13.50000000,1.23600000
13.51666667,1.23588711
13.53333333,1.23577689
13.55000000,1.23566914
13.56666667,1.23556368
13.58333333,1.23546032
13.60000000,1.23535886
13.61666667,1.23525911
13.63333333,1.23516089
13.65000000,1.23506400
13.66666667,1.23496825
13.68333333,1.23487346
13.70000000,1.23477943
13.71666667,1.23468597
13.73333333,1.23459289
13.75000000,1.23450000
13.76666667,1.23440711
13.78333333,1.23431403
13.80000000,1.23422057
13.81666667,1.23412654
13.83333333,1.23403175
13.85000000,1.23393600
13.86666667,1.23383911
13.88333333,1.23374089
13.90000000,1.23364114
13.91666667,1.23353968
13.93333333,1.23343632
13.95000000,1.23333086
13.96666667,1.23322311
13.98333333,1.23311289
14.00000000,1.23300000
14.01666667,1.23288385
14.03333333,1.23276415
14.05000000,1.23264114
14.06666667,1.23251509
14.08333333,1.23238624
14.10000000,1.23225486
14.11666667,1.23212119
14.13333333,1.23198548
14.15000000,1.23184800
14.16666667,1.23170899
14.18333333,1.23156872
14.20000000,1.23142743
14.21666667,1.23128538
14.23333333,1.23114281
14.25000000,1.23100000
14.26666667,1.23085719
14.28333333,1.23071462
14.30000000,1.23057257
14.31666667,1.23043128
14.33333333,1.23029101
14.35000000,1.23015200
14.36666667,1.23001452
14.38333333,1.22987881
14.40000000,1.22974514
14.41666667,1.22961376
14.43333333,1.22948491
14.45000000,1.22935886
14.46666667,1.22923585
14.48333333,1.22911615
14.50000000,1.22900000
14.51666667,1.22888665
14.53333333,1.22877511
14.55000000,1.22866529
14.56666667,1.22855708
14.58333333,1.22845040
14.60000000,1.22834514
14.61666667,1.22824122
14.63333333,1.22813854
14.65000000,1.22803700
14.66666667,1.22793651
14.68333333,1.22783697
14.70000000,1.22773829
14.71666667,1.22764037
14.73333333,1.22754311
14.75000000,1.22744643
14.76666667,1.22735022
14.78333333,1.22725440
14.80000000,1.22715886
14.81666667,1.22706351
14.83333333,1.22696825
14.85000000,1.22687300
14.86666667,1.22677765
14.88333333,1.22668211
14.90000000,1.22658629
14.91666667,1.22649008
14.93333333,1.22639340
14.95000000,1.22629614
14.96666667,1.22619822
14.98333333,1.22609954
15.00000000,1.22600000
15.01666667,1.22589936
15.03333333,1.22579751
15.05000000,1.22569460
15.06666667,1.22559076
15.08333333,1.22548611
15.10000000,1.22538080
15.11666667,1.22527496
15.13333333,1.22516871
15.15000000,1.22506220
15.16666667,1.22495556
15.18333333,1.22484891
15.20000000,1.22474240
15.21666667,1.22463616
15.23333333,1.22453031
15.25000000,1.22442500
15.26666667,1.22432036
15.28333333,1.22421651
15.30000000,1.22411360
15.31666667,1.22401176
15.33333333,1.22391111
15.35000000,1.22381180
15.36666667,1.22371396
15.38333333,1.22361771
15.40000000,1.22352320
15.41666667,1.22343056
15.43333333,1.22333991
15.45000000,1.22325140
15.46666667,1.22316516
15.48333333,1.22308131
15.50000000,1.22300000
15.51666667,1.22292087
15.53333333,1.22284344
15.55000000,1.22276760
15.56666667,1.22269327
15.58333333,1.22262037
15.60000000,1.22254880
15.61666667,1.22247847
15.63333333,1.22240930
15.65000000,1.22234120
15.66666667,1.22227407
15.68333333,1.22220784
15.70000000,1.22214240
15.71666667,1.22207767
15.73333333,1.22201357
15.75000000,1.22195000
15.76666667,1.22188687
15.78333333,1.22182410
15.80000000,1.22176160
15.81666667,1.22169927
15.83333333,1.22163704
15.85000000,1.22157480
15.86666667,1.22151247
15.88333333,1.22144997
15.90000000,1.22138720
15.91666667,1.22132407
15.93333333,1.22126050
15.95000000,1.22119640
15.96666667,1.22113167
15.98333333,1.22106624
16.00000000,1.22100000
16.01666667,1.22093262
16.03333333,1.22086390
16.05000000,1.22079400
16.06666667,1.22072306
16.08333333,1.22065123
16.10000000,1.22057867
16.11666667,1.22050551
16.13333333,1.22043190
16.15000000,1.22035800
16.16666667,1.22028395
16.18333333,1.22020990
16.20000000,1.22013600
16.21666667,1.22006240
16.23333333,1.21998923
16.25000000,1.21991667
16.26666667,1.21984484
16.28333333,1.21977390
16.30000000,1.21970400
16.31666667,1.21963528
16.33333333,1.21956790
16.35000000,1.21950200
16.36666667,1.21943773
16.38333333,1.21937523
16.40000000,1.21931467
16.41666667,1.21925617
16.43333333,1.21919990
16.45000000,1.21914600
16.46666667,1.21909462
16.48333333,1.21904590
16.50000000,1.21900000
16.51666667,1.21895664
16.53333333,1.21891536
16.55000000,1.21887600
16.56666667,1.21883842
16.58333333,1.21880247
16.60000000,1.21876800
16.61666667,1.21873486
16.63333333,1.21870291
16.65000000,1.21867200
16.66666667,1.21864198
16.68333333,1.21861269
16.70000000,1.21858400
16.71666667,1.21855575
16.73333333,1.21852780
16.75000000,1.21850000
16.76666667,1.21847220
16.78333333,1.21844425
16.80000000,1.21841600
16.81666667,1.21838731
16.83333333,1.21835802
16.85000000,1.21832800
16.86666667,1.21829709
16.88333333,1.21826514
16.90000000,1.21823200
16.91666667,1.21819753
16.93333333,1.21816158
16.95000000,1.21812400
16.96666667,1.21808464
16.98333333,1.21804336
17.00000000,1.21800000
17.01666667,1.21795410
17.03333333,1.21790538
17.05000000,1.21785400
17.06666667,1.21780010
17.08333333,1.21774383
17.10000000,1.21768533
17.11666667,1.21762477
17.13333333,1.21756227
17.15000000,1.21749800
17.16666667,1.21743210
17.18333333,1.21736472
17.20000000,1.21729600
17.21666667,1.21722610
17.23333333,1.21715516
17.25000000,1.21708333
17.26666667,1.21701077
17.28333333,1.21693760
17.30000000,1.21686400
17.31666667,1.21679010
17.33333333,1.21671605
17.35000000,1.21664200
17.36666667,1.21656810
17.38333333,1.21649449
17.40000000,1.21642133
17.41666667,1.21634877
17.43333333,1.21627694
17.45000000,1.21620600
17.46666667,1.21613610
17.48333333,1.21606738
17.50000000,1.21600000
17.51666667,1.21593262
17.53333333,1.21586390
17.55000000,1.21579400
17.56666667,1.21572306
17.58333333,1.21565123
17.60000000,1.21557867
17.61666667,1.21550551
17.63333333,1.21543190
17.65000000,1.21535800
17.66666667,1.21528395
17.68333333,1.21520990
17.70000000,1.21513600
17.71666667,1.21506240
17.73333333,1.21498923
17.75000000,1.21491667
17.76666667,1.21484484
17.78333333,1.21477390
17.80000000,1.21470400
17.81666667,1.21463528
17.83333333,1.21456790
17.85000000,1.21450200
17.86666667,1.21443773
17.88333333,1.21437523
17.90000000,1.21431467
17.91666667,1.21425617
17.93333333,1.21419990
17.95000000,1.21414600
17.96666667,1.21409462
17.98333333,1.21404590
18.00000000,1.21400000
18.01666667,1.21395628
18.03333333,1.21391398
18.05000000,1.21387300
18.06666667,1.21383328
18.08333333,1.21379475
18.10000000,1.21375733
18.11666667,1.21372095
18.13333333,1.21368553
18.15000000,1.21365100
18.16666667,1.21361728
18.18333333,1.21358431
18.20000000,1.21355200
18.21666667,1.21352028
18.23333333,1.21348909
18.25000000,1.21345833
18.26666667,1.21342795
18.28333333,1.21339786
18.30000000,1.21336800
18.31666667,1.21333828
18.33333333,1.21330864
18.35000000,1.21327900
18.36666667,1.21324928
18.38333333,1.21321942
18.40000000,1.21318933
18.41666667,1.21315895
18.43333333,1.21312820
18.45000000,1.21309700
18.46666667,1.21306528
18.48333333,1.21303298
18.50000000,1.21300000
18.51666667,1.21296667
18.53333333,1.21293333
18.55000000,1.21290000
18.56666667,1.21286667
18.58333333,1.21283333
18.60000000,1.21280000
18.61666667,1.21276667
18.63333333,1.21273333
18.65000000,1.21270000
18.66666667,1.21266667
18.68333333,1.21263333
18.70000000,1.21260000
18.71666667,1.21256667
18.73333333,1.21253333
18.75000000,1.21250000
18.76666667,1.21246667
18.78333333,1.21243333
18.80000000,1.21240000
18.81666667,1.21236667
18.83333333,1.21233333
18.85000000,1.21230000
18.86666667,1.21226667
18.88333333,1.21223333
18.90000000,1.21220000
18.91666667,1.21216667
18.93333333,1.21213333
18.95000000,1.21210000
18.96666667,1.21206667
18.98333333,1.21203333
19.00000000,1.21200000
19.01666667,1.21196667
19.03333333,1.21193333
19.05000000,1.21190000
19.06666667,1.21186667
19.08333333,1.21183333
19.10000000,1.21180000
19.11666667,1.21176667
19.13333333,1.21173333
19.15000000,1.21170000
19.16666667,1.21166667
19.18333333,1.21163333
19.20000000,1.21160000
19.21666667,1.21156667
19.23333333,1.21153333
19.25000000,1.21150000
19.26666667,1.21146667
19.28333333,1.21143333
19.30000000,1.21140000
19.31666667,1.21136667
19.33333333,1.21133333
19.35000000,1.21130000
19.36666667,1.21126667
19.38333333,1.21123333
19.40000000,1.21120000
19.41666667,1.21116667
19.43333333,1.21113333
19.45000000,1.21110000
19.46666667,1.21106667
19.48333333,1.21103333
19.50000000,1.21100000
19.51666667,1.21096667
19.53333333,1.21093333
19.55000000,1.21090000
19.56666667,1.21086667
19.58333333,1.21083333
19.60000000,1.21080000
19.61666667,1.21076667
19.63333333,1.21073333
19.65000000,1.21070000
19.66666667,1.21066667
19.68333333,1.21063333
19.70000000,1.21060000
19.71666667,1.21056667
19.73333333,1.21053333
19.75000000,1.21050000
19.76666667,1.21046667
19.78333333,1.21043333
19.80000000,1.21040000
19.81666667,1.21036667
19.83333333,1.21033333
19.85000000,1.21030000
19.86666667,1.21026667
19.88333333,1.21023333
19.90000000,1.21020000
19.91666667,1.21016667
19.93333333,1.21013333
19.95000000,1.21010000
19.96666667,1.21006667
19.98333333,1.21003333
20.00000000,1.21000000
20.01666667,1.20996667
20.03333333,1.20993333
20.05000000,1.20990000
20.06666667,1.20986667
20.08333333,1.20983333
20.10000000,1.20980000
20.11666667,1.20976667
20.13333333,1.20973333
20.15000000,1.20970000
20.16666667,1.20966667
20.18333333,1.20963333
20.20000000,1.20960000
20.21666667,1.20956667
20.23333333,1.20953333
20.25000000,1.20950000
20.26666667,1.20946667
20.28333333,1.20943333
20.30000000,1.20940000
20.31666667,1.20936667
20.33333333,1.20933333
20.35000000,1.20930000
20.36666667,1.20926667
20.38333333,1.20923333
20.40000000,1.20920000
20.41666667,1.20916667
20.43333333,1.20913333
20.45000000,1.20910000
20.46666667,1.20906667
20.48333333,1.20903333
20.50000000,1.20900000
20.51666667,1.20896667
20.53333333,1.20893333
20.55000000,1.20890000
20.56666667,1.20886667
20.58333333,1.20883333
20.60000000,1.20880000
20.61666667,1.20876667
20.63333333,1.20873333
20.65000000,1.20870000
20.66666667,1.20866667
20.68333333,1.20863333
20.70000000,1.20860000
20.71666667,1.20856667
20.73333333,1.20853333
20.75000000,1.20850000
20.76666667,1.20846667
20.78333333,1.20843333
20.80000000,1.20840000
20.81666667,1.20836667
20.83333333,1.20833333
20.85000000,1.20830000
20.86666667,1.20826667
20.88333333,1.20823333
20.90000000,1.20820000
20.91666667,1.20816667
20.93333333,1.20813333
20.95000000,1.20810000
20.96666667,1.20806667
20.98333333,1.20803333
21.00000000,1.20800000
21.01666667,1.20796667
21.03333333,1.20793333
21.05000000,1.20790000
21.06666667,1.20786667
21.08333333,1.20783333
21.10000000,1.20780000
21.11666667,1.20776667
21.13333333,1.20773333
21.15000000,1.20770000
21.16666667,1.20766667
21.18333333,1.20763333
21.20000000,1.20760000
21.21666667,1.20756667
21.23333333,1.20753333
21.25000000,1.20750000
21.26666667,1.20746667
21.28333333,1.20743333
21.30000000,1.20740000
21.31666667,1.20736667
21.33333333,1.20733333
21.35000000,1.20730000
21.36666667,1.20726667
21.38333333,1.20723333
21.40000000,1.20720000
21.41666667,1.20716667
21.43333333,1.20713333
21.45000000,1.20710000
21.46666667,1.20706667
21.48333333,1.20703333
21.50000000,1.20700000
21.51666667,1.20696559
21.53333333,1.20692919
21.55000000,1.20689100
21.56666667,1.20685126
21.58333333,1.20681019
21.60000000,1.20676800
21.61666667,1.20672493
21.63333333,1.20668119
21.65000000,1.20663700
21.66666667,1.20659259
21.68333333,1.20654819
21.70000000,1.20650400
21.71666667,1.20646026
21.73333333,1.20641719
21.75000000,1.20637500
21.76666667,1.20633393
21.78333333,1.20629419
21.80000000,1.20625600
21.81666667,1.20621959
21.83333333,1.20618519
21.85000000,1.20615300
21.86666667,1.20612326
21.88333333,1.20609619
21.90000000,1.20607200
21.91666667,1.20605093
21.93333333,1.20603319
21.95000000,1.20601900
21.96666667,1.20600859
21.98333333,1.20600219
22.00000000,1.20600000
22.01666667,1.20600000
22.03333333,1.20600000
22.05000000,1.20600000
