时间/h,全域最大水分浓度/(kg/kg),中心水分浓度/(kg/kg),表面水分浓度/(kg/kg)
19.36666667,0.28047596,0.28047596,0.07830263
19.38333333,0.28027339,0.28027339,0.07823824
19.40000000,0.28007129,0.28007129,0.07817408
19.41666667,0.27986965,0.27986965,0.07811015
19.43333333,0.27966848,0.27966848,0.07804645
19.45000000,0.27946776,0.27946776,0.07798297
19.46666667,0.27926751,0.27926751,0.07791971
19.48333333,0.27906772,0.27906772,0.07785667
19.50000000,0.27886838,0.27886838,0.07779386
19.51666667,0.27866950,0.27866950,0.07773127
19.53333333,0.27847107,0.27847107,0.07766890
19.55000000,0.27827310,0.27827310,0.07760675
19.56666667,0.27807557,0.27807557,0.07754481
19.58333333,0.27787850,0.27787850,0.07748309
19.60000000,0.27768187,0.27768187,0.07742159
19.61666667,0.27748569,0.27748569,0.07736030
19.63333333,0.27728995,0.27728995,0.07729923
19.65000000,0.27709466,0.27709466,0.07723837
19.66666667,0.27689981,0.27689981,0.07717771
19.68333333,0.27670540,0.27670540,0.07711728
19.70000000,0.27651143,0.27651143,0.07705705
19.71666667,0.27631789,0.27631789,0.07699702
19.73333333,0.27612480,0.27612480,0.07693721
19.75000000,0.27593213,0.27593213,0.07687760
19.76666667,0.27573990,0.27573990,0.07681820
19.78333333,0.27554810,0.27554810,0.07675901
19.80000000,0.27535674,0.27535674,0.07670002
19.81666667,0.27516580,0.27516580,0.07664123
19.83333333,0.27497528,0.27497528,0.07658264
19.85000000,0.27478520,0.27478520,0.07652426
19.86666667,0.27459553,0.27459553,0.07646607
19.88333333,0.27440630,0.27440630,0.07640808
19.90000000,0.27421748,0.27421748,0.07635030
19.91666667,0.27402908,0.27402908,0.07629271
19.93333333,0.27384110,0.27384110,0.07623531
19.95000000,0.27365354,0.27365354,0.07617811
19.96666667,0.27346640,0.27346640,0.07612111
19.98333333,0.27327967,0.27327967,0.07606430
20.00000000,0.27309335,0.27309335,0.07600768
20.01666667,0.27290745,0.27290745,0.07595126
20.03333333,0.27272196,0.27272196,0.07589503
20.05000000,0.27253687,0.27253687,0.07583898
20.06666667,0.27235219,0.27235219,0.07578313
20.08333333,0.27216793,0.27216793,0.07572746
20.10000000,0.27198406,0.27198406,0.07567199
20.11666667,0.27180060,0.27180060,0.07561670
20.13333333,0.27161754,0.27161754,0.07556159
20.15000000,0.27143489,0.27143489,0.07550667
20.16666667,0.27125263,0.27125263,0.07545194
20.18333333,0.27107077,0.27107077,0.07539739
20.20000000,0.27088931,0.27088931,0.07534302
20.21666667,0.27070825,0.27070825,0.07528883
20.23333333,0.27052758,0.27052758,0.07523483
20.25000000,0.27034731,0.27034731,0.07518100
20.26666667,0.27016742,0.27016742,0.07512736
20.28333333,0.26998793,0.26998793,0.07507389
20.30000000,0.26980883,0.26980883,0.07502060
20.31666667,0.26963011,0.26963011,0.07496749
20.33333333,0.26945179,0.26945179,0.07491455
20.35000000,0.26927385,0.26927385,0.07486179
20.36666667,0.26909629,0.26909629,0.07480921
20.38333333,0.26891912,0.26891912,0.07475680
20.40000000,0.26874233,0.26874233,0.07470456
20.41666667,0.26856592,0.26856592,0.07465249
20.43333333,0.26838989,0.26838989,0.07460060
20.45000000,0.26821424,0.26821424,0.07454887
20.46666667,0.26803896,0.26803896,0.07449732
20.48333333,0.26786407,0.26786407,0.07444594
20.50000000,0.26768954,0.26768954,0.07439472
20.51666667,0.26751539,0.26751539,0.07434367
20.53333333,0.26734162,0.26734162,0.07429279
20.55000000,0.26716821,0.26716821,0.07424208
20.56666667,0.26699518,0.26699518,0.07419153
20.58333333,0.26682251,0.26682251,0.07414115
20.60000000,0.26665021,0.26665021,0.07409093
20.61666667,0.26647828,0.26647828,0.07404087
20.63333333,0.26630672,0.26630672,0.07399098
20.65000000,0.26613551,0.26613551,0.07394125
20.66666667,0.26596468,0.26596468,0.07389168
20.68333333,0.26579420,0.26579420,0.07384227
20.70000000,0.26562408,0.26562408,0.07379302
20.71666667,0.26545433,0.26545433,0.07374393
20.73333333,0.26528493,0.26528493,0.07369500
20.75000000,0.26511589,0.26511589,0.07364623
20.76666667,0.26494720,0.26494720,0.07359761
20.78333333,0.26477887,0.26477887,0.07354915
20.80000000,0.26461090,0.26461090,0.07350085
20.81666667,0.26444328,0.26444328,0.07345270
20.83333333,0.26427601,0.26427601,0.07340471
20.85000000,0.26410909,0.26410909,0.07335687
20.86666667,0.26394252,0.26394252,0.07330918
20.88333333,0.26377629,0.26377629,0.07326164
20.90000000,0.26361042,0.26361042,0.07321426
20.91666667,0.26344489,0.26344489,0.07316703
20.93333333,0.26327971,0.26327971,0.07311995
20.95000000,0.26311487,0.26311487,0.07307302
20.96666667,0.26295037,0.26295037,0.07302624
20.98333333,0.26278622,0.26278622,0.07297960
21.00000000,0.26262241,0.26262241,0.07293312
21.01666667,0.26245893,0.26245893,0.07288678
21.03333333,0.26229580,0.26229580,0.07284059
21.05000000,0.26213300,0.26213300,0.07279454
21.06666667,0.26197054,0.26197054,0.07274864
21.08333333,0.26180842,0.26180842,0.07270289
21.10000000,0.26164663,0.26164663,0.07265728
21.11666667,0.26148517,0.26148517,0.07261181
21.13333333,0.26132405,0.26132405,0.07256649
21.15000000,0.26116325,0.26116325,0.07252131
21.16666667,0.26100279,0.26100279,0.07247627
21.18333333,0.26084266,0.26084266,0.07243137
21.20000000,0.26068285,0.26068285,0.07238661
21.21666667,0.26052338,0.26052338,0.07234199
21.23333333,0.26036422,0.26036422,0.07229752
21.25000000,0.26020540,0.26020540,0.07225318
21.26666667,0.26004690,0.26004690,0.07220897
21.28333333,0.25988872,0.25988872,0.07216491
21.30000000,0.25973086,0.25973086,0.07212098
21.31666667,0.25957333,0.25957333,0.07207720
21.33333333,0.25941612,0.25941612,0.07203354
21.35000000,0.25925922,0.25925922,0.07199002
21.36666667,0.25910265,0.25910265,0.07194664
21.38333333,0.25894639,0.25894639,0.07190339
21.40000000,0.25879045,0.25879045,0.07186027
21.41666667,0.25863482,0.25863482,0.07181729
21.43333333,0.25847951,0.25847951,0.07177444
21.45000000,0.25832451,0.25832451,0.07173172
21.46666667,0.25816982,0.25816982,0.07168914
21.48333333,0.25801545,0.25801545,0.07164668
21.50000000,0.25786138,0.25786138,0.07160436
21.51666667,0.25770763,0.25770763,0.07156216
21.53333333,0.25755418,0.25755418,0.07152010
21.55000000,0.25740105,0.25740105,0.07147816
21.56666667,0.25724822,0.25724822,0.07143635
21.58333333,0.25709569,0.25709569,0.07139467
21.60000000,0.25694347,0.25694347,0.07135312
21.61666667,0.25679156,0.25679156,0.07131169
21.63333333,0.25663995,0.25663995,0.07127039
21.65000000,0.25648864,0.25648864,0.07122921
21.66666667,0.25633763,0.25633763,0.07118816
21.68333333,0.25618692,0.25618692,0.07114724
21.70000000,0.25603651,0.25603651,0.07110644
21.71666667,0.25588640,0.25588640,0.07106576
21.73333333,0.25573659,0.25573659,0.07102521
21.75000000,0.25558708,0.25558708,0.07098477
21.76666667,0.25543786,0.25543786,0.07094446
21.78333333,0.25528893,0.25528893,0.07090428
21.80000000,0.25514030,0.25514030,0.07086421
21.81666667,0.25499197,0.25499197,0.07082426
21.83333333,0.25484392,0.25484392,0.07078444
21.85000000,0.25469617,0.25469617,0.07074473
21.86666667,0.25454871,0.25454871,0.07070514
21.88333333,0.25440154,0.25440154,0.07066567
21.90000000,0.25425466,0.25425466,0.07062632
21.91666667,0.25410806,0.25410806,0.07058709
21.93333333,0.25396176,0.25396176,0.07054798
21.95000000,0.25381573,0.25381573,0.07050898
21.96666667,0.25367000,0.25367000,0.07047010
21.98333333,0.25352455,0.25352455,0.07043133
22.00000000,0.25337938,0.25337938,0.07039268
22.01666667,0.25323450,0.25323450,0.07035414
22.03333333,0.25308990,0.25308990,0.07031572
22.05000000,0.25294558,0.25294558,0.07027741
22.06666667,0.25280154,0.25280154,0.07023922
22.08333333,0.25265778,0.25265778,0.07020114
22.10000000,0.25251430,0.25251430,0.07016317
22.11666667,0.25237109,0.25237109,0.07012531
22.13333333,0.25222817,0.25222817,0.07008757
22.15000000,0.25208552,0.25208552,0.07004994
22.16666667,0.25194314,0.25194314,0.07001241
22.18333333,0.25180105,0.25180105,0.06997500
22.20000000,0.25165922,0.25165922,0.06993770
22.21666667,0.25151767,0.25151767,0.06990051
22.23333333,0.25137639,0.25137639,0.06986342
22.25000000,0.25123538,0.25123538,0.06982645
22.26666667,0.25109464,0.25109464,0.06978958
22.28333333,0.25095418,0.25095418,0.06975283
22.30000000,0.25081398,0.25081398,0.06971617
22.31666667,0.25067405,0.25067405,0.06967963
22.33333333,0.25053439,0.25053439,0.06964319
22.35000000,0.25039499,0.25039499,0.06960686
22.36666667,0.25025586,0.25025586,0.06957064
22.38333333,0.25011700,0.25011700,0.06953452
22.40000000,0.24997840,0.24997840,0.06949850
22.41666667,0.24984007,0.24984007,0.06946259
22.43333333,0.24970199,0.24970199,0.06942678
22.45000000,0.24956418,0.24956418,0.06939108
22.46666667,0.24942664,0.24942664,0.06935548
22.48333333,0.24928935,0.24928935,0.06931998
22.50000000,0.24915232,0.24915232,0.06928459
22.51666667,0.24901555,0.24901555,0.06924930
22.53333333,0.24887904,0.24887904,0.06921411
22.55000000,0.24874279,0.24874279,0.06917902
22.56666667,0.24860679,0.24860679,0.06914403
22.58333333,0.24847105,0.24847105,0.06910914
22.60000000,0.24833557,0.24833557,0.06907435
22.61666667,0.24820034,0.24820034,0.06903966
22.63333333,0.24806536,0.24806536,0.06900508
22.65000000,0.24793064,0.24793064,0.06897059
22.66666667,0.24779617,0.24779617,0.06893619
22.68333333,0.24766196,0.24766196,0.06890190
22.70000000,0.24752799,0.24752799,0.06886771
22.71666667,0.24739427,0.24739427,0.06883361
22.73333333,0.24726081,0.24726081,0.06879961
22.75000000,0.24712759,0.24712759,0.06876570
22.76666667,0.24699462,0.24699462,0.06873190
22.78333333,0.24686190,0.24686190,0.06869818
22.80000000,0.24672943,0.24672943,0.06866457
22.81666667,0.24659720,0.24659720,0.06863105
22.83333333,0.24646522,0.24646522,0.06859762
22.85000000,0.24633348,0.24633348,0.06856429
22.86666667,0.24620198,0.24620198,0.06853105
22.88333333,0.24607073,0.24607073,0.06849791
22.90000000,0.24593973,0.24593973,0.06846486
22.91666667,0.24580896,0.24580896,0.06843190
22.93333333,0.24567843,0.24567843,0.06839903
22.95000000,0.24554815,0.24554815,0.06836626
22.96666667,0.24541811,0.24541811,0.06833358
22.98333333,0.24528830,0.24528830,0.06830099
23.00000000,0.24515874,0.24515874,0.06826850
23.01666667,0.24502941,0.24502941,0.06823609
23.03333333,0.24490032,0.24490032,0.06820377
23.05000000,0.24477146,0.24477146,0.06817155
23.06666667,0.24464285,0.24464285,0.06813941
23.08333333,0.24451446,0.24451446,0.06810737
23.10000000,0.24438631,0.24438631,0.06807541
23.11666667,0.24425840,0.24425840,0.06804354
23.13333333,0.24413072,0.24413072,0.06801177
23.15000000,0.24400327,0.24400327,0.06798007
23.16666667,0.24387605,0.24387605,0.06794847
23.18333333,0.24374907,0.24374907,0.06791696
23.20000000,0.24362231,0.24362231,0.06788553
23.21666667,0.24349579,0.24349579,0.06785419
23.23333333,0.24336949,0.24336949,0.06782293
23.25000000,0.24324343,0.24324343,0.06779177
23.26666667,0.24311759,0.24311759,0.06776068
23.28333333,0.24299198,0.24299198,0.06772969
23.30000000,0.24286660,0.24286660,0.06769878
23.31666667,0.24274144,0.24274144,0.06766795
23.33333333,0.24261651,0.24261651,0.06763721
23.35000000,0.24249180,0.24249180,0.06760655
23.36666667,0.24236732,0.24236732,0.06757598
23.38333333,0.24224306,0.24224306,0.06754549
23.40000000,0.24211903,0.24211903,0.06751508
23.41666667,0.24199521,0.24199521,0.06748476
23.43333333,0.24187162,0.24187162,0.06745452
23.45000000,0.24174825,0.24174825,0.06742437
23.46666667,0.24162510,0.24162510,0.06739429
23.48333333,0.24150217,0.24150217,0.06736430
23.50000000,0.24137947,0.24137947,0.06733439
23.51666667,0.24125698,0.24125698,0.06730456
23.53333333,0.24113470,0.24113470,0.06727481
23.55000000,0.24101265,0.24101265,0.06724514
23.56666667,0.24089081,0.24089081,0.06721555
23.58333333,0.24076919,0.24076919,0.06718605
23.60000000,0.24064779,0.24064779,0.06715662
23.61666667,0.24052660,0.24052660,0.06712727
23.63333333,0.24040562,0.24040562,0.06709800
23.65000000,0.24028486,0.24028486,0.06706881
23.66666667,0.24016431,0.24016431,0.06703970
23.68333333,0.24004398,0.24004398,0.06701067
23.70000000,0.23992386,0.23992386,0.06698172
23.71666667,0.23980395,0.23980395,0.06695284
23.73333333,0.23968425,0.23968425,0.06692404
23.75000000,0.23956476,0.23956476,0.06689532
23.76666667,0.23944548,0.23944548,0.06686667
23.78333333,0.23932642,0.23932642,0.06683811
23.80000000,0.23920756,0.23920756,0.06680961
23.81666667,0.23908891,0.23908891,0.06678120
23.83333333,0.23897046,0.23897046,0.06675286
23.85000000,0.23885223,0.23885223,0.06672460
23.86666667,0.23873420,0.23873420,0.06669641
23.88333333,0.23861638,0.23861638,0.06666829
23.90000000,0.23849876,0.23849876,0.06664026
23.91666667,0.23838135,0.23838135,0.06661229
23.93333333,0.23826414,0.23826414,0.06658440
23.95000000,0.23814714,0.23814714,0.06655659
23.96666667,0.23803034,0.23803034,0.06652885
23.98333333,0.23791374,0.23791374,0.06650118
24.00000000,0.23779734,0.23779734,0.06647358
24.01666667,0.23768115,0.23768115,0.06644606
24.03333333,0.23756516,0.23756516,0.06641861
24.05000000,0.23744937,0.23744937,0.06639123
24.06666667,0.23733378,0.23733378,0.06636393
24.08333333,0.23721838,0.23721838,0.06633670
24.10000000,0.23710319,0.23710319,0.06630953
24.11666667,0.23698820,0.23698820,0.06628244
24.13333333,0.23687340,0.23687340,0.06625543
24.15000000,0.23675880,0.23675880,0.06622848
24.16666667,0.23664440,0.23664440,0.06620160
24.18333333,0.23653020,0.23653020,0.06617479
24.20000000,0.23641619,0.23641619,0.06614806
24.21666667,0.23630238,0.23630238,0.06612139
24.23333333,0.23618876,0.23618876,0.06609479
24.25000000,0.23607534,0.23607534,0.06606827
24.26666667,0.23596211,0.23596211,0.06604181
24.28333333,0.23584907,0.23584907,0.06601542
24.30000000,0.23573622,0.23573622,0.06598910
24.31666667,0.23562357,0.23562357,0.06596285
24.33333333,0.23551111,0.23551111,0.06593666
24.35000000,0.23539885,0.23539885,0.06591055
24.36666667,0.23528677,0.23528677,0.06588450
24.38333333,0.23517488,0.23517488,0.06585852
24.40000000,0.23506318,0.23506318,0.06583260
24.41666667,0.23495168,0.23495168,0.06580676
24.43333333,0.23484036,0.23484036,0.06578098
24.45000000,0.23472923,0.23472923,0.06575526
24.46666667,0.23461829,0.23461829,0.06572962
24.48333333,0.23450753,0.23450753,0.06570404
24.50000000,0.23439696,0.23439696,0.06567852
24.51666667,0.23428658,0.23428658,0.06565307
24.53333333,0.23417638,0.23417638,0.06562769
24.55000000,0.23406637,0.23406637,0.06560237
24.56666667,0.23395655,0.23395655,0.06557711
24.58333333,0.23384691,0.23384691,0.06555193
24.60000000,0.23373745,0.23373745,0.06552680
24.61666667,0.23362818,0.23362818,0.06550174
24.63333333,0.23351909,0.23351909,0.06547674
24.65000000,0.23341018,0.23341018,0.06545181
24.66666667,0.23330145,0.23330145,0.06542694
24.68333333,0.23319291,0.23319291,0.06540214
24.70000000,0.23308454,0.23308454,0.06537740
24.71666667,0.23297636,0.23297636,0.06535272
24.73333333,0.23286836,0.23286836,0.06532810
24.75000000,0.23276054,0.23276054,0.06530355
24.76666667,0.23265289,0.23265289,0.06527906
24.78333333,0.23254543,0.23254543,0.06525463
24.80000000,0.23243814,0.23243814,0.06523026
24.81666667,0.23233103,0.23233103,0.06520595
24.83333333,0.23222410,0.23222410,0.06518171
24.85000000,0.23211735,0.23211735,0.06515752
24.86666667,0.23201077,0.23201077,0.06513340
24.88333333,0.23190437,0.23190437,0.06510934
24.90000000,0.23179815,0.23179815,0.06508534
24.91666667,0.23169210,0.23169210,0.06506140
24.93333333,0.23158622,0.23158622,0.06503752
24.95000000,0.23148052,0.23148052,0.06501370
24.96666667,0.23137499,0.23137499,0.06498994
24.98333333,0.23126964,0.23126964,0.06496624
25.00000000,0.23116446,0.23116446,0.06494260
25.01666667,0.23105945,0.23105945,0.06491902
25.03333333,0.23095461,0.23095461,0.06489549
25.05000000,0.23084995,0.23084995,0.06487203
25.06666667,0.23074546,0.23074546,0.06484862
25.08333333,0.23064113,0.23064113,0.06482528
25.10000000,0.23053698,0.23053698,0.06480199
25.11666667,0.23043300,0.23043300,0.06477876
25.13333333,0.23032919,0.23032919,0.06475558
25.15000000,0.23022554,0.23022554,0.06473247
25.16666667,0.23012207,0.23012207,0.06470941
25.18333333,0.23001876,0.23001876,0.06468641
25.20000000,0.22991562,0.22991562,0.06466347
25.21666667,0.22981265,0.22981265,0.06464058
25.23333333,0.22970984,0.22970984,0.06461775
25.25000000,0.22960721,0.22960721,0.06459498
25.26666667,0.22950473,0.22950473,0.06457226
25.28333333,0.22940243,0.22940243,0.06454960
25.30000000,0.22930029,0.22930029,0.06452699
25.31666667,0.22919831,0.22919831,0.06450444
25.33333333,0.22909650,0.22909650,0.06448195
25.35000000,0.22899485,0.22899485,0.06445951
25.36666667,0.22889336,0.22889336,0.06443713
25.38333333,0.22879204,0.22879204,0.06441480
25.40000000,0.22869089,0.22869089,0.06439252
25.41666667,0.22858989,0.22858989,0.06437030
25.43333333,0.22848906,0.22848906,0.06434814
25.45000000,0.22838838,0.22838838,0.06432603
25.46666667,0.22828787,0.22828787,0.06430397
25.48333333,0.22818752,0.22818752,0.06428197
25.50000000,0.22808733,0.22808733,0.06426002
25.51666667,0.22798730,0.22798730,0.06423813
25.53333333,0.22788743,0.22788743,0.06421629
25.55000000,0.22778772,0.22778772,0.06419450
25.56666667,0.22768817,0.22768817,0.06417276
25.58333333,0.22758877,0.22758877,0.06415108
25.60000000,0.22748954,0.22748954,0.06412945
25.61666667,0.22739046,0.22739046,0.06410787
25.63333333,0.22729154,0.22729154,0.06408635
25.65000000,0.22719277,0.22719277,0.06406487
25.66666667,0.22709417,0.22709417,0.06404345
25.68333333,0.22699571,0.22699571,0.06402208
25.70000000,0.22689742,0.22689742,0.06400077
25.71666667,0.22679928,0.22679928,0.06397950
25.73333333,0.22670129,0.22670129,0.06395829
25.75000000,0.22660346,0.22660346,0.06393712
25.76666667,0.22650578,0.22650578,0.06391601
25.78333333,0.22640826,0.22640826,0.06389495
25.80000000,0.22631089,0.22631089,0.06387394
25.81666667,0.22621367,0.22621367,0.06385298
25.83333333,0.22611661,0.22611661,0.06383207
25.85000000,0.22601970,0.22601970,0.06381121
25.86666667,0.22592294,0.22592294,0.06379040
25.88333333,0.22582633,0.22582633,0.06376964
25.90000000,0.22572987,0.22572987,0.06374893
25.91666667,0.22563356,0.22563356,0.06372826
25.93333333,0.22553741,0.22553741,0.06370765
25.95000000,0.22544140,0.22544140,0.06368709
25.96666667,0.22534555,0.22534555,0.06366658
25.98333333,0.22524984,0.22524984,0.06364611
26.00000000,0.22515428,0.22515428,0.06362570
26.01666667,0.22505887,0.22505887,0.06360533
26.03333333,0.22496361,0.22496361,0.06358501
26.05000000,0.22486850,0.22486850,0.06356474
26.06666667,0.22477353,0.22477353,0.06354452
26.08333333,0.22467871,0.22467871,0.06352434
26.10000000,0.22458404,0.22458404,0.06350421
26.11666667,0.22448952,0.22448952,0.06348413
26.13333333,0.22439514,0.22439514,0.06346410
26.15000000,0.22430090,0.22430090,0.06344412
26.16666667,0.22420682,0.22420682,0.06342418
26.18333333,0.22411287,0.22411287,0.06340429
26.20000000,0.22401907,0.22401907,0.06338445
26.21666667,0.22392542,0.22392542,0.06336465
26.23333333,0.22383191,0.22383191,0.06334490
26.25000000,0.22373855,0.22373855,0.06332520
26.26666667,0.22364532,0.22364532,0.06330554
26.28333333,0.22355224,0.22355224,0.06328593
26.30000000,0.22345931,0.22345931,0.06326636
26.31666667,0.22336651,0.22336651,0.06324684
26.33333333,0.22327386,0.22327386,0.06322737
26.35000000,0.22318135,0.22318135,0.06320794
26.36666667,0.22308898,0.22308898,0.06318856
26.38333333,0.22299675,0.22299675,0.06316922
26.40000000,0.22290466,0.22290466,0.06314993
26.41666667,0.22281271,0.22281271,0.06313068
26.43333333,0.22272091,0.22272091,0.06311148
26.45000000,0.22262924,0.22262924,0.06309232
26.46666667,0.22253771,0.22253771,0.06307321
26.48333333,0.22244632,0.22244632,0.06305414
26.50000000,0.22235507,0.22235507,0.06303512
26.51666667,0.22226395,0.22226395,0.06301614
26.53333333,0.22217298,0.22217298,0.06299720
26.55000000,0.22208214,0.22208214,0.06297831
26.56666667,0.22199144,0.22199144,0.06295946
26.58333333,0.22190088,0.22190088,0.06294065
26.60000000,0.22181045,0.22181045,0.06292189
26.61666667,0.22172016,0.22172016,0.06290317
26.63333333,0.22163001,0.22163001,0.06288450
26.65000000,0.22153999,0.22153999,0.06286586
26.66666667,0.22145011,0.22145011,0.06284727
26.68333333,0.22136036,0.22136036,0.06282873
26.70000000,0.22127074,0.22127074,0.06281022
26.71666667,0.22118127,0.22118127,0.06279176
26.73333333,0.22109192,0.22109192,0.06277334
26.75000000,0.22100271,0.22100271,0.06275497
26.76666667,0.22091363,0.22091363,0.06273663
26.78333333,0.22082469,0.22082469,0.06271834
26.80000000,0.22073588,0.22073588,0.06270009
26.81666667,0.22064720,0.22064720,0.06268188
26.83333333,0.22055865,0.22055865,0.06266371
26.85000000,0.22047024,0.22047024,0.06264559
26.86666667,0.22038196,0.22038196,0.06262750
26.88333333,0.22029381,0.22029381,0.06260946
26.90000000,0.22020578,0.22020578,0.06259146
26.91666667,0.22011790,0.22011790,0.06257349
26.93333333,0.22003014,0.22003014,0.06255557
26.95000000,0.21994251,0.21994251,0.06253769
26.96666667,0.21985501,0.21985501,0.06251985
26.98333333,0.21976764,0.21976764,0.06250206
27.00000000,0.21968040,0.21968040,0.06248430
27.01666667,0.21959329,0.21959329,0.06246658
27.03333333,0.21950630,0.21950630,0.06244890
27.05000000,0.21941945,0.21941945,0.06243126
27.06666667,0.21933272,0.21933272,0.06241366
27.08333333,0.21924612,0.21924612,0.06239611
27.10000000,0.21915965,0.21915965,0.06237859
27.11666667,0.21907331,0.21907331,0.06236111
27.13333333,0.21898709,0.21898709,0.06234367
27.15000000,0.21890100,0.21890100,0.06232626
27.16666667,0.21881503,0.21881503,0.06230890
27.18333333,0.21872919,0.21872919,0.06229158
27.20000000,0.21864348,0.21864348,0.06227430
27.21666667,0.21855789,0.21855789,0.06225705
27.23333333,0.21847243,0.21847243,0.06223984
27.25000000,0.21838709,0.21838709,0.06222268
27.26666667,0.21830188,0.21830188,0.06220555
27.28333333,0.21821679,0.21821679,0.06218845
27.30000000,0.21813183,0.21813183,0.06217140
27.31666667,0.21804699,0.21804699,0.06215439
27.33333333,0.21796227,0.21796227,0.06213741
27.35000000,0.21787767,0.21787767,0.06212047
27.36666667,0.21779320,0.21779320,0.06210357
27.38333333,0.21770885,0.21770885,0.06208670
27.40000000,0.21762463,0.21762463,0.06206988
27.41666667,0.21754052,0.21754052,0.06205309
27.43333333,0.21745654,0.21745654,0.06203634
27.45000000,0.21737268,0.21737268,0.06201962
27.46666667,0.21728894,0.21728894,0.06200294
27.48333333,0.21720532,0.21720532,0.06198630
27.50000000,0.21712182,0.21712182,0.06196970
27.51666667,0.21703844,0.21703844,0.06195313
27.53333333,0.21695518,0.21695518,0.06193660
27.55000000,0.21687204,0.21687204,0.06192011
27.56666667,0.21678902,0.21678902,0.06190365
27.58333333,0.21670612,0.21670612,0.06188723
27.60000000,0.21662334,0.21662334,0.06187084
27.61666667,0.21654068,0.21654068,0.06185449
27.63333333,0.21645814,0.21645814,0.06183818
27.65000000,0.21637571,0.21637571,0.06182190
27.66666667,0.21629340,0.21629340,0.06180566
27.68333333,0.21621121,0.21621121,0.06178945
27.70000000,0.21612914,0.21612914,0.06177328
27.71666667,0.21604719,0.21604719,0.06175715
27.73333333,0.21596535,0.21596535,0.06174105
27.75000000,0.21588362,0.21588362,0.06172498
27.76666667,0.21580202,0.21580202,0.06170895
27.78333333,0.21572053,0.21572053,0.06169296
27.80000000,0.21563916,0.21563916,0.06167700
27.81666667,0.21555790,0.21555790,0.06166108
27.83333333,0.21547676,0.21547676,0.06164519
27.85000000,0.21539573,0.21539573,0.06162933
27.86666667,0.21531482,0.21531482,0.06161351
27.88333333,0.21523402,0.21523402,0.06159772
27.90000000,0.21515333,0.21515333,0.06158197
27.91666667,0.21507277,0.21507277,0.06156625
27.93333333,0.21499231,0.21499231,0.06155057
27.95000000,0.21491197,0.21491197,0.06153492
27.96666667,0.21483174,0.21483174,0.06151930
27.98333333,0.21475162,0.21475162,0.06150372
28.00000000,0.21467162,0.21467162,0.06148817
28.01666667,0.21459173,0.21459173,0.06147265
28.03333333,0.21451195,0.21451195,0.06145717
28.05000000,0.21443228,0.21443228,0.06144172
28.06666667,0.21435273,0.21435273,0.06142631
28.08333333,0.21427329,0.21427329,0.06141093
28.10000000,0.21419395,0.21419395,0.06139558
28.11666667,0.21411473,0.21411473,0.06138026
28.13333333,0.21403562,0.21403562,0.06136498
28.15000000,0.21395663,0.21395663,0.06134973
28.16666667,0.21387774,0.21387774,0.06133451
28.18333333,0.21379896,0.21379896,0.06131933
28.20000000,0.21372029,0.21372029,0.06130417
28.21666667,0.21364173,0.21364173,0.06128905
28.23333333,0.21356328,0.21356328,0.06127397
28.25000000,0.21348494,0.21348494,0.06125891
28.26666667,0.21340671,0.21340671,0.06124389
28.28333333,0.21332858,0.21332858,0.06122890
28.30000000,0.21325057,0.21325057,0.06121394
28.31666667,0.21317266,0.21317266,0.06119901
28.33333333,0.21309486,0.21309486,0.06118412
28.35000000,0.21301717,0.21301717,0.06116925
28.36666667,0.21293959,0.21293959,0.06115442
28.38333333,0.21286211,0.21286211,0.06113962
28.40000000,0.21278474,0.21278474,0.06112485
28.41666667,0.21270748,0.21270748,0.06111011
28.43333333,0.21263033,0.21263033,0.06109541
28.45000000,0.21255328,0.21255328,0.06108073
28.46666667,0.21247633,0.21247633,0.06106609
28.48333333,0.21239950,0.21239950,0.06105147
28.50000000,0.21232276,0.21232276,0.06103689
28.51666667,0.21224614,0.21224614,0.06102234
28.53333333,0.21216962,0.21216962,0.06100782
28.55000000,0.21209320,0.21209320,0.06099333
28.56666667,0.21201689,0.21201689,0.06097887
28.58333333,0.21194068,0.21194068,0.06096444
28.60000000,0.21186458,0.21186458,0.06095004
28.61666667,0.21178858,0.21178858,0.06093567
28.63333333,0.21171268,0.21171268,0.06092133
28.65000000,0.21163689,0.21163689,0.06090702
28.66666667,0.21156120,0.21156120,0.06089274
28.68333333,0.21148562,0.21148562,0.06087849
28.70000000,0.21141014,0.21141014,0.06086427
28.71666667,0.21133476,0.21133476,0.06085009
28.73333333,0.21125948,0.21125948,0.06083593
28.75000000,0.21118430,0.21118430,0.06082180
28.76666667,0.21110923,0.21110923,0.06080770
28.78333333,0.21103426,0.21103426,0.06079362
28.80000000,0.21095939,0.21095939,0.06077958
28.81666667,0.21088462,0.21088462,0.06076557
28.83333333,0.21080996,0.21080996,0.06075159
28.85000000,0.21073539,0.21073539,0.06073763
28.86666667,0.21066093,0.21066093,0.06072371
28.88333333,0.21058656,0.21058656,0.06070981
28.90000000,0.21051230,0.21051230,0.06069594
28.91666667,0.21043813,0.21043813,0.06068211
28.93333333,0.21036407,0.21036407,0.06066830
28.95000000,0.21029011,0.21029011,0.06065451
28.96666667,0.21021624,0.21021624,0.06064076
28.98333333,0.21014248,0.21014248,0.06062704
29.00000000,0.21006881,0.21006881,0.06061334
29.01666667,0.20999524,0.20999524,0.06059967
29.03333333,0.20992177,0.20992177,0.06058603
