时间/h,到中心距离/cm,温度/℃,水分浓度/(kg/kg)
12.00000000,1.13374909,50.00000000,0.30486960
12.00000000,1.13637549,50.00000000,0.30250833
12.00000000,1.13898144,50.00000000,0.30014699
12.00000000,1.14156679,50.00000000,0.29778563
12.00000000,1.14413138,50.00000000,0.29542427
12.00000000,1.14667503,50.00000000,0.29306296
12.00000000,1.14919757,50.00000000,0.29070174
12.00000000,1.15169882,50.00000000,0.28834067
12.00000000,1.15417860,50.00000000,0.28597980
12.00000000,1.15663673,50.00000000,0.28361917
12.00000000,1.15907300,50.00000000,0.28125885
12.00000000,1.16148722,50.00000000,0.27889890
12.00000000,1.16387919,50.00000000,0.27653939
12.00000000,1.16624871,50.00000000,0.27418039
12.00000000,1.16859554,50.00000000,0.27182199
12.00000000,1.17091948,50.00000000,0.26946427
12.00000000,1.17322030,50.00000000,0.26710733
12.00000000,1.17549775,50.00000000,0.26475128
12.00000000,1.17775161,50.00000000,0.26239622
12.00000000,1.17998161,50.00000000,0.26004228
12.00000000,1.18218750,50.00000000,0.25768960
12.00000000,1.18436902,50.00000000,0.25533833
12.00000000,1.18652588,50.00000000,0.25298864
12.00000000,1.18865781,50.00000000,0.25064070
12.00000000,1.19076451,50.00000000,0.24829472
12.00000000,1.19284567,50.00000000,0.24595091
12.00000000,1.19490098,50.00000000,0.24360952
12.00000000,1.19693010,50.00000000,0.24127080
12.00000000,1.19893270,50.00000000,0.23893506
12.00000000,1.20090841,50.00000000,0.23660262
12.00000000,1.20285687,50.00000000,0.23427383
12.00000000,1.20477769,50.00000000,0.23194910
12.00000000,1.20667046,50.00000000,0.22962885
12.00000000,1.20853477,50.00000000,0.22731357
12.00000000,1.21037018,50.00000000,0.22500380
12.00000000,1.21217621,50.00000000,0.22270013
12.00000000,1.21395239,50.00000000,0.22040323
12.00000000,1.21569820,50.00000000,0.21811382
12.00000000,1.21741311,50.00000000,0.21583273
12.00000000,1.21909655,50.00000000,0.21356085
12.00000000,1.22074792,50.00000000,0.21129920
12.00000000,1.22236658,50.00000000,0.20904891
12.00000000,1.22395187,50.00000000,0.20681123
12.00000000,1.22550305,50.00000000,0.20458756
12.00000000,1.22701937,50.00000000,0.20237948
12.00000000,1.22850000,50.00000000,0.20018875
12.00000000,1.22994406,50.00000000,0.19801735
12.00000000,1.23135061,50.00000000,0.19586748
12.00000000,1.23271861,50.00000000,0.19374166
12.00000000,1.23404694,50.00000000,0.19164268
12.00000000,1.23533438,50.00000000,0.18957372
12.00000000,1.23657959,50.00000000,0.18753838
12.00000000,1.23778109,50.00000000,0.18554072
12.00000000,1.23893722,50.00000000,0.18358540
12.00000000,1.24004613,50.00000000,0.18167769
12.00000000,1.24110571,50.00000000,0.17982366
12.00000000,1.24211355,50.00000000,0.17803031
12.00000000,1.24306685,50.00000000,0.17630576
12.00000000,1.24396228,50.00000000,0.17465952
12.00000000,1.24479582,50.00000000,0.17310290
12.00000000,1.24556250,50.00000000,0.17164957
12.00000000,1.24625587,50.00000000,0.17031656
12.00000000,1.24686715,50.00000000,0.16912602
12.00000000,1.24738336,50.00000000,0.16810904
12.00000000,1.24778198,50.00000000,0.16731617
12.00000000,1.24800000,50.00000000,0.16687969
24.00000000,0.00000000,50.00000000,0.28507082
24.00000000,0.00563934,50.00000000,0.28506780
24.00000000,0.01126984,50.00000000,0.28505877
24.00000000,0.01689151,50.00000000,0.28504376
24.00000000,0.02250431,50.00000000,0.28502278
24.00000000,0.02810823,50.00000000,0.28499587
24.00000000,0.03370327,50.00000000,0.28496307
24.00000000,0.03928941,50.00000000,0.28492438
24.00000000,0.04486663,50.00000000,0.28487985
24.00000000,0.05043491,50.00000000,0.28482951
24.00000000,0.05599426,50.00000000,0.28477337
24.00000000,0.06154464,50.00000000,0.28471146
24.00000000,0.06708605,50.00000000,0.28464382
24.00000000,0.07261847,50.00000000,0.28457048
24.00000000,0.07814189,50.00000000,0.28449145
24.00000000,0.08365629,50.00000000,0.28440676
24.00000000,0.08916166,50.00000000,0.28431645
24.00000000,0.09465798,50.00000000,0.28422054
24.00000000,0.10014524,50.00000000,0.28411905
24.00000000,0.10562342,50.00000000,0.28401202
24.00000000,0.11109251,50.00000000,0.28389946
24.00000000,0.11655249,50.00000000,0.28378142
24.00000000,0.12200335,50.00000000,0.28365791
24.00000000,0.12744507,50.00000000,0.28352896
24.00000000,0.13287764,50.00000000,0.28339459
24.00000000,0.13830104,50.00000000,0.28325484
24.00000000,0.14371525,50.00000000,0.28310973
24.00000000,0.14912026,50.00000000,0.28295929
24.00000000,0.15451606,50.00000000,0.28280354
24.00000000,0.15990263,50.00000000,0.28264251
24.00000000,0.16527995,50.00000000,0.28247622
24.00000000,0.17064800,50.00000000,0.28230470
24.00000000,0.17600678,50.00000000,0.28212798
24.00000000,0.18135626,50.00000000,0.28194608
24.00000000,0.18669643,50.00000000,0.28175904
24.00000000,0.19202727,50.00000000,0.28156686
24.00000000,0.19734877,50.00000000,0.28136959
24.00000000,0.20266090,50.00000000,0.28116724
24.00000000,0.20796366,50.00000000,0.28095985
24.00000000,0.21325703,50.00000000,0.28074743
24.00000000,0.21854099,50.00000000,0.28053001
24.00000000,0.22381551,50.00000000,0.28030763
24.00000000,0.22908060,50.00000000,0.28008029
24.00000000,0.23433622,50.00000000,0.27984804
24.00000000,0.23958237,50.00000000,0.27961089
24.00000000,0.24481902,50.00000000,0.27936886
24.00000000,0.25004615,50.00000000,0.27912199
24.00000000,0.25526376,50.00000000,0.27887030
24.00000000,0.26047182,50.00000000,0.27861382
24.00000000,0.26567032,50.00000000,0.27835256
24.00000000,0.27085923,50.00000000,0.27808656
24.00000000,0.27603854,50.00000000,0.27781583
24.00000000,0.28120823,50.00000000,0.27754041
24.00000000,0.28636829,50.00000000,0.27726031
24.00000000,0.29151870,50.00000000,0.27697557
24.00000000,0.29665943,50.00000000,0.27668620
24.00000000,0.30179047,50.00000000,0.27639223
24.00000000,0.30691180,50.00000000,0.27609369
24.00000000,0.31202341,50.00000000,0.27579059
24.00000000,0.31712527,50.00000000,0.27548297
24.00000000,0.32221737,50.00000000,0.27517085
24.00000000,0.32729968,50.00000000,0.27485424
24.00000000,0.33237219,50.00000000,0.27453318
24.00000000,0.33743488,50.00000000,0.27420769
24.00000000,0.34248773,50.00000000,0.27387780
24.00000000,0.34753072,50.00000000,0.27354351
24.00000000,0.35256383,50.00000000,0.27320487
24.00000000,0.35758705,50.00000000,0.27286189
24.00000000,0.36260034,50.00000000,0.27251460
24.00000000,0.36760370,50.00000000,0.27216301
24.00000000,0.37259710,50.00000000,0.27180716
24.00000000,0.37758053,50.00000000,0.27144706
24.00000000,0.38255396,50.00000000,0.27108275
24.00000000,0.38751737,50.00000000,0.27071423
24.00000000,0.39247075,50.00000000,0.27034154
24.00000000,0.39741406,50.00000000,0.26996470
24.00000000,0.40234730,50.00000000,0.26958372
24.00000000,0.40727044,50.00000000,0.26919864
24.00000000,0.41218346,50.00000000,0.26880948
24.00000000,0.41708634,50.00000000,0.26841625
24.00000000,0.42197906,50.00000000,0.26801898
24.00000000,0.42686160,50.00000000,0.26761769
24.00000000,0.43173393,50.00000000,0.26721241
24.00000000,0.43659604,50.00000000,0.26680316
24.00000000,0.44144790,50.00000000,0.26638995
24.00000000,0.44628949,50.00000000,0.26597281
24.00000000,0.45112079,50.00000000,0.26555176
24.00000000,0.45594178,50.00000000,0.26512683
24.00000000,0.46075243,50.00000000,0.26469803
24.00000000,0.46555273,50.00000000,0.26426539
24.00000000,0.47034265,50.00000000,0.26382892
24.00000000,0.47512217,50.00000000,0.26338866
24.00000000,0.47989126,50.00000000,0.26294461
24.00000000,0.48464991,50.00000000,0.26249680
24.00000000,0.48939808,50.00000000,0.26204526
24.00000000,0.49413576,50.00000000,0.26158999
24.00000000,0.49886293,50.00000000,0.26113104
24.00000000,0.50357956,50.00000000,0.26066840
24.00000000,0.50828562,50.00000000,0.26020211
24.00000000,0.51298109,50.00000000,0.25973218
24.00000000,0.51766596,50.00000000,0.25925864
24.00000000,0.52234019,50.00000000,0.25878150
24.00000000,0.52700376,50.00000000,0.25830078
24.00000000,0.53165664,50.00000000,0.25781651
24.00000000,0.53629882,50.00000000,0.25732871
24.00000000,0.54093026,50.00000000,0.25683738
24.00000000,0.54555094,50.00000000,0.25634256
24.00000000,0.55016085,50.00000000,0.25584427
24.00000000,0.55475994,50.00000000,0.25534251
24.00000000,0.55934820,50.00000000,0.25483731
24.00000000,0.56392559,50.00000000,0.25432870
24.00000000,0.56849211,50.00000000,0.25381668
24.00000000,0.57304771,50.00000000,0.25330128
24.00000000,0.57759237,50.00000000,0.25278252
24.00000000,0.58212607,50.00000000,0.25226040
24.00000000,0.58664878,50.00000000,0.25173496
24.00000000,0.59116047,50.00000000,0.25120622
24.00000000,0.59566112,50.00000000,0.25067418
24.00000000,0.60015069,50.00000000,0.25013886
24.00000000,0.60462917,50.00000000,0.24960029
24.00000000,0.60909652,50.00000000,0.24905848
24.00000000,0.61355271,50.00000000,0.24851345
24.00000000,0.61799772,50.00000000,0.24796521
24.00000000,0.62243152,50.00000000,0.24741379
24.00000000,0.62685408,50.00000000,0.24685920
24.00000000,0.63126538,50.00000000,0.24630146
24.00000000,0.63566538,50.00000000,0.24574057
24.00000000,0.64005405,50.00000000,0.24517657
24.00000000,0.64443137,50.00000000,0.24460946
24.00000000,0.64879730,50.00000000,0.24403927
24.00000000,0.65315182,50.00000000,0.24346600
24.00000000,0.65749489,50.00000000,0.24288968
24.00000000,0.66182649,50.00000000,0.24231031
24.00000000,0.66614659,50.00000000,0.24172792
24.00000000,0.67045515,50.00000000,0.24114252
24.00000000,0.67475214,50.00000000,0.24055413
24.00000000,0.67903753,50.00000000,0.23996276
24.00000000,0.68331130,50.00000000,0.23936842
24.00000000,0.68757340,50.00000000,0.23877113
24.00000000,0.69182381,50.00000000,0.23817090
24.00000000,0.69606250,50.00000000,0.23756775
24.00000000,0.70028943,50.00000000,0.23696169
24.00000000,0.70450457,50.00000000,0.23635274
24.00000000,0.70870788,50.00000000,0.23574090
24.00000000,0.71289934,50.00000000,0.23512620
24.00000000,0.71707890,50.00000000,0.23450864
24.00000000,0.72124654,50.00000000,0.23388824
24.00000000,0.72540223,50.00000000,0.23326501
24.00000000,0.72954592,50.00000000,0.23263897
24.00000000,0.73367758,50.00000000,0.23201012
24.00000000,0.73779717,50.00000000,0.23137848
24.00000000,0.74190467,50.00000000,0.23074405
24.00000000,0.74600004,50.00000000,0.23010686
24.00000000,0.75008323,50.00000000,0.22946691
24.00000000,0.75415422,50.00000000,0.22882421
24.00000000,0.75821296,50.00000000,0.22817878
24.00000000,0.76225943,50.00000000,0.22753063
24.00000000,0.76629357,50.00000000,0.22687975
24.00000000,0.77031536,50.00000000,0.22622618
24.00000000,0.77432475,50.00000000,0.22556991
24.00000000,0.77832172,50.00000000,0.22491095
24.00000000,0.78230621,50.00000000,0.22424932
24.00000000,0.78627819,50.00000000,0.22358502
24.00000000,0.79023762,50.00000000,0.22291807
24.00000000,0.79418447,50.00000000,0.22224846
24.00000000,0.79811868,50.00000000,0.22157622
24.00000000,0.80204022,50.00000000,0.22090134
24.00000000,0.80594905,50.00000000,0.22022384
24.00000000,0.80984513,50.00000000,0.21954372
24.00000000,0.81372841,50.00000000,0.21886099
24.00000000,0.81759885,50.00000000,0.21817565
24.00000000,0.82145642,50.00000000,0.21748772
24.00000000,0.82530106,50.00000000,0.21679719
24.00000000,0.82913273,50.00000000,0.21610408
24.00000000,0.83295140,50.00000000,0.21540840
24.00000000,0.83675700,50.00000000,0.21471013
24.00000000,0.84054951,50.00000000,0.21400930
24.00000000,0.84432887,50.00000000,0.21330590
24.00000000,0.84809504,50.00000000,0.21259994
24.00000000,0.85184798,50.00000000,0.21189142
24.00000000,0.85558762,50.00000000,0.21118035
24.00000000,0.85931394,50.00000000,0.21046673
24.00000000,0.86302688,50.00000000,0.20975056
24.00000000,0.86672638,50.00000000,0.20903185
24.00000000,0.87041241,50.00000000,0.20831058
24.00000000,0.87408492,50.00000000,0.20758678
24.00000000,0.87774384,50.00000000,0.20686044
24.00000000,0.88138914,50.00000000,0.20613155
24.00000000,0.88502076,50.00000000,0.20540012
24.00000000,0.88863865,50.00000000,0.20466616
24.00000000,0.89224276,50.00000000,0.20392965
24.00000000,0.89583303,50.00000000,0.20319059
24.00000000,0.89940942,50.00000000,0.20244900
24.00000000,0.90297186,50.00000000,0.20170485
24.00000000,0.90652030,50.00000000,0.20095816
24.00000000,0.91005469,50.00000000,0.20020891
24.00000000,0.91357497,50.00000000,0.19945710
24.00000000,0.91708108,50.00000000,0.19870274
24.00000000,0.92057297,50.00000000,0.19794581
24.00000000,0.92405058,50.00000000,0.19718631
24.00000000,0.92751385,50.00000000,0.19642423
24.00000000,0.93096271,50.00000000,0.19565957
24.00000000,0.93439712,50.00000000,0.19489232
24.00000000,0.93781700,50.00000000,0.19412247
24.00000000,0.94122230,50.00000000,0.19335002
24.00000000,0.94461296,50.00000000,0.19257495
24.00000000,0.94798890,50.00000000,0.19179725
24.00000000,0.95135007,50.00000000,0.19101692
24.00000000,0.95469640,50.00000000,0.19023394
24.00000000,0.95802782,50.00000000,0.18944830
24.00000000,0.96134427,50.00000000,0.18866000
24.00000000,0.96464568,50.00000000,0.18786901
24.00000000,0.96793198,50.00000000,0.18707532
24.00000000,0.97120310,50.00000000,0.18627892
24.00000000,0.97445897,50.00000000,0.18547978
24.00000000,0.97769952,50.00000000,0.18467791
24.00000000,0.98092468,50.00000000,0.18387327
24.00000000,0.98413436,50.00000000,0.18306585
24.00000000,0.98732851,50.00000000,0.18225563
24.00000000,0.99050703,50.00000000,0.18144258
24.00000000,0.99366986,50.00000000,0.18062670
24.00000000,0.99681691,50.00000000,0.17980795
24.00000000,0.99994810,50.00000000,0.17898631
24.00000000,1.00306337,50.00000000,0.17816176
24.00000000,1.00616261,50.00000000,0.17733427
24.00000000,1.00924576,50.00000000,0.17650381
24.00000000,1.01231272,50.00000000,0.17567036
24.00000000,1.01536341,50.00000000,0.17483389
24.00000000,1.01839774,50.00000000,0.17399437
24.00000000,1.02141563,50.00000000,0.17315176
24.00000000,1.02441697,50.00000000,0.17230603
24.00000000,1.02740170,50.00000000,0.17145714
24.00000000,1.03036970,50.00000000,0.17060507
24.00000000,1.03332088,50.00000000,0.16974977
24.00000000,1.03625515,50.00000000,0.16889120
24.00000000,1.03917241,50.00000000,0.16802932
24.00000000,1.04207256,50.00000000,0.16716409
24.00000000,1.04495550,50.00000000,0.16629547
24.00000000,1.04782112,50.00000000,0.16542340
24.00000000,1.05066932,50.00000000,0.16454784
24.00000000,1.05350000,50.00000000,0.16366873
24.00000000,1.05631304,50.00000000,0.16278603
24.00000000,1.05910833,50.00000000,0.16189968
24.00000000,1.06188576,50.00000000,0.16100963
24.00000000,1.06464521,50.00000000,0.16011580
24.00000000,1.06738656,50.00000000,0.15921815
24.00000000,1.07010970,50.00000000,0.15831660
24.00000000,1.07281451,50.00000000,0.15741109
24.00000000,1.07550085,50.00000000,0.15650155
24.00000000,1.07816860,50.00000000,0.15558790
24.00000000,1.08081762,50.00000000,0.15467007
24.00000000,1.08344780,50.00000000,0.15374797
24.00000000,1.08605898,50.00000000,0.15282153
24.00000000,1.08865103,50.00000000,0.15189066
24.00000000,1.09122381,50.00000000,0.15095526
24.00000000,1.09377717,50.00000000,0.15001524
24.00000000,1.09631097,50.00000000,0.14907051
24.00000000,1.09882504,50.00000000,0.14812095
24.00000000,1.10131924,50.00000000,0.14716647
24.00000000,1.10379341,50.00000000,0.14620695
24.00000000,1.10624738,50.00000000,0.14524226
24.00000000,1.10868099,50.00000000,0.14427230
24.00000000,1.11109405,50.00000000,0.14329692
24.00000000,1.11348641,50.00000000,0.14231600
24.00000000,1.11585787,50.00000000,0.14132938
24.00000000,1.11820824,50.00000000,0.14033694
24.00000000,1.12053735,50.00000000,0.13933849
24.00000000,1.12284499,50.00000000,0.13833390
24.00000000,1.12513096,50.00000000,0.13732298
24.00000000,1.12739506,50.00000000,0.13630555
24.00000000,1.12963706,50.00000000,0.13528143
24.00000000,1.13185676,50.00000000,0.13425042
24.00000000,1.13405392,50.00000000,0.13321230
24.00000000,1.13622831,50.00000000,0.13216687
24.00000000,1.13837969,50.00000000,0.13111389
24.00000000,1.14050781,50.00000000,0.13005311
24.00000000,1.14261242,50.00000000,0.12898427
24.00000000,1.14469324,50.00000000,0.12790712
24.00000000,1.14675000,50.00000000,0.12682135
24.00000000,1.14878243,50.00000000,0.12572667
24.00000000,1.15079021,50.00000000,0.12462276
24.00000000,1.15277306,50.00000000,0.12350927
24.00000000,1.15473064,50.00000000,0.12238585
24.00000000,1.15666263,50.00000000,0.12125211
24.00000000,1.15856869,50.00000000,0.12010765
24.00000000,1.16044845,50.00000000,0.11895203
24.00000000,1.16230155,50.00000000,0.11778479
24.00000000,1.16412760,50.00000000,0.11660545
24.00000000,1.16592618,50.00000000,0.11541348
24.00000000,1.16769687,50.00000000,0.11420832
24.00000000,1.16943923,50.00000000,0.11298938
24.00000000,1.17115279,50.00000000,0.11175601
24.00000000,1.17283705,50.00000000,0.11050753
24.00000000,1.17449150,50.00000000,0.10924320
24.00000000,1.17611558,50.00000000,0.10796224
24.00000000,1.17770873,50.00000000,0.10666379
24.00000000,1.17927033,50.00000000,0.10534694
24.00000000,1.18079972,50.00000000,0.10401071
24.00000000,1.18229621,50.00000000,0.10265403
24.00000000,1.18375907,50.00000000,0.10127577
24.00000000,1.18518750,50.00000000,0.09987469
24.00000000,1.18658065,50.00000000,0.09844946
24.00000000,1.18793761,50.00000000,0.09699866
24.00000000,1.18925737,50.00000000,0.09552077
24.00000000,1.19053887,50.00000000,0.09401415
24.00000000,1.19178092,50.00000000,0.09247708
24.00000000,1.19298223,50.00000000,0.09090775
24.00000000,1.19414137,50.00000000,0.08930433
24.00000000,1.19525674,50.00000000,0.08766495
24.00000000,1.19632655,50.00000000,0.08598791
24.00000000,1.19734878,50.00000000,0.08427175
24.00000000,1.19832109,50.00000000,0.08251562
24.00000000,1.19924077,50.00000000,0.08071971
24.00000000,1.20010463,50.00000000,0.07888613
24.00000000,1.20090879,50.00000000,0.07702034
24.00000000,1.20164844,50.00000000,0.07513363
24.00000000,1.20231736,50.00000000,0.07324764
24.00000000,1.20290709,50.00000000,0.07140243
24.00000000,1.20340510,50.00000000,0.06967203
24.00000000,1.20378967,50.00000000,0.06819782
24.00000000,1.20400000,50.00000000,0.06732954
36.00000000,0.00000000,50.00000000,0.19280430
36.00000000,0.00562060,50.00000000,0.19280268
36.00000000,0.01123240,50.00000000,0.19279784
36.00000000,0.01683539,50.00000000,0.19278978
36.00000000,0.02242954,50.00000000,0.19277853
36.00000000,0.02801485,50.00000000,0.19276410
36.00000000,0.03359130,50.00000000,0.19274651
36.00000000,0.03915888,50.00000000,0.19272576
36.00000000,0.04471757,50.00000000,0.19270188
36.00000000,0.05026736,50.00000000,0.19267487
36.00000000,0.05580823,50.00000000,0.19264476
36.00000000,0.06134018,50.00000000,0.19261155
36.00000000,0.06686318,50.00000000,0.19257526
36.00000000,0.07237722,50.00000000,0.19253590
36.00000000,0.07788229,50.00000000,0.19249350
36.00000000,0.08337837,50.00000000,0.19244805
36.00000000,0.08886544,50.00000000,0.19239958
36.00000000,0.09434351,50.00000000,0.19234810
36.00000000,0.09981253,50.00000000,0.19229362
36.00000000,0.10527251,50.00000000,0.19223616
36.00000000,0.11072343,50.00000000,0.19217573
36.00000000,0.11616528,50.00000000,0.19211234
36.00000000,0.12159802,50.00000000,0.19204601
36.00000000,0.12702167,50.00000000,0.19197675
36.00000000,0.13243618,50.00000000,0.19190457
36.00000000,0.13784156,50.00000000,0.19182948
36.00000000,0.14323779,50.00000000,0.19175150
36.00000000,0.14862485,50.00000000,0.19167065
36.00000000,0.15400272,50.00000000,0.19158692
36.00000000,0.15937139,50.00000000,0.19150035
36.00000000,0.16473084,50.00000000,0.19141093
36.00000000,0.17008106,50.00000000,0.19131868
36.00000000,0.17542204,50.00000000,0.19122362
36.00000000,0.18075375,50.00000000,0.19112576
36.00000000,0.18607617,50.00000000,0.19102510
36.00000000,0.19138931,50.00000000,0.19092166
36.00000000,0.19669312,50.00000000,0.19081546
36.00000000,0.20198761,50.00000000,0.19070650
36.00000000,0.20727276,50.00000000,0.19059480
36.00000000,0.21254854,50.00000000,0.19048036
36.00000000,0.21781494,50.00000000,0.19036321
36.00000000,0.22307194,50.00000000,0.19024335
36.00000000,0.22831953,50.00000000,0.19012079
36.00000000,0.23355770,50.00000000,0.18999555
36.00000000,0.23878641,50.00000000,0.18986764
36.00000000,0.24400566,50.00000000,0.18973706
36.00000000,0.24921543,50.00000000,0.18960384
36.00000000,0.25441571,50.00000000,0.18946797
36.00000000,0.25960647,50.00000000,0.18932948
36.00000000,0.26478769,50.00000000,0.18918837
36.00000000,0.26995936,50.00000000,0.18904466
36.00000000,0.27512147,50.00000000,0.18889835
36.00000000,0.28027399,50.00000000,0.18874947
36.00000000,0.28541690,50.00000000,0.18859800
36.00000000,0.29055020,50.00000000,0.18844398
36.00000000,0.29567385,50.00000000,0.18828741
36.00000000,0.30078784,50.00000000,0.18812830
36.00000000,0.30589216,50.00000000,0.18796666
36.00000000,0.31098679,50.00000000,0.18780250
36.00000000,0.31607170,50.00000000,0.18763583
36.00000000,0.32114688,50.00000000,0.18746667
36.00000000,0.32621230,50.00000000,0.18729502
36.00000000,0.33126796,50.00000000,0.18712089
36.00000000,0.33631383,50.00000000,0.18694430
36.00000000,0.34134990,50.00000000,0.18676525
36.00000000,0.34637613,50.00000000,0.18658375
36.00000000,0.35139252,50.00000000,0.18639982
36.00000000,0.35639905,50.00000000,0.18621347
36.00000000,0.36139569,50.00000000,0.18602469
36.00000000,0.36638243,50.00000000,0.18583351
36.00000000,0.37135924,50.00000000,0.18563994
36.00000000,0.37632611,50.00000000,0.18544398
36.00000000,0.38128302,50.00000000,0.18524564
36.00000000,0.38622994,50.00000000,0.18504494
36.00000000,0.39116686,50.00000000,0.18484187
36.00000000,0.39609375,50.00000000,0.18463646
36.00000000,0.40101060,50.00000000,0.18442871
36.00000000,0.40591738,50.00000000,0.18421863
36.00000000,0.41081408,50.00000000,0.18400624
36.00000000,0.41570067,50.00000000,0.18379153
36.00000000,0.42057714,50.00000000,0.18357451
36.00000000,0.42544345,50.00000000,0.18335521
36.00000000,0.43029960,50.00000000,0.18313362
36.00000000,0.43514555,50.00000000,0.18290976
36.00000000,0.43998129,50.00000000,0.18268363
36.00000000,0.44480680,50.00000000,0.18245524
36.00000000,0.44962205,50.00000000,0.18222461
36.00000000,0.45442702,50.00000000,0.18199174
36.00000000,0.45922169,50.00000000,0.18175663
36.00000000,0.46400604,50.00000000,0.18151930
36.00000000,0.46878005,50.00000000,0.18127976
36.00000000,0.47354369,50.00000000,0.18103801
36.00000000,0.47829694,50.00000000,0.18079406
36.00000000,0.48303977,50.00000000,0.18054793
36.00000000,0.48777217,50.00000000,0.18029961
36.00000000,0.49249412,50.00000000,0.18004912
36.00000000,0.49720558,50.00000000,0.17979647
36.00000000,0.50190653,50.00000000,0.17954165
36.00000000,0.50659696,50.00000000,0.17928469
36.00000000,0.51127684,50.00000000,0.17902559
36.00000000,0.51594614,50.00000000,0.17876435
36.00000000,0.52060484,50.00000000,0.17850098
36.00000000,0.52525291,50.00000000,0.17823550
36.00000000,0.52989034,50.00000000,0.17796790
36.00000000,0.53451709,50.00000000,0.17769820
36.00000000,0.53913315,50.00000000,0.17742640
36.00000000,0.54373848,50.00000000,0.17715252
36.00000000,0.54833307,50.00000000,0.17687655
36.00000000,0.55291688,50.00000000,0.17659850
36.00000000,0.55748990,50.00000000,0.17631839
36.00000000,0.56205209,50.00000000,0.17603621
36.00000000,0.56660343,50.00000000,0.17575198
36.00000000,0.57114390,50.00000000,0.17546570
36.00000000,0.57567346,50.00000000,0.17517738
36.00000000,0.58019210,50.00000000,0.17488702
36.00000000,0.58469978,50.00000000,0.17459464
36.00000000,0.58919648,50.00000000,0.17430023
36.00000000,0.59368218,50.00000000,0.17400381
36.00000000,0.59815683,50.00000000,0.17370537
36.00000000,0.60262043,50.00000000,0.17340494
36.00000000,0.60707294,50.00000000,0.17310250
36.00000000,0.61151433,50.00000000,0.17279807
36.00000000,0.61594457,50.00000000,0.17249166
36.00000000,0.62036364,50.00000000,0.17218326
36.00000000,0.62477151,50.00000000,0.17187289
36.00000000,0.62916815,50.00000000,0.17156055
36.00000000,0.63355353,50.00000000,0.17124625
36.00000000,0.63792762,50.00000000,0.17092998
36.00000000,0.64229040,50.00000000,0.17061176
36.00000000,0.64664183,50.00000000,0.17029160
36.00000000,0.65098188,50.00000000,0.16996949
36.00000000,0.65531052,50.00000000,0.16964544
36.00000000,0.65962773,50.00000000,0.16931945
36.00000000,0.66393347,50.00000000,0.16899154
36.00000000,0.66822772,50.00000000,0.16866170
36.00000000,0.67251044,50.00000000,0.16832994
36.00000000,0.67678159,50.00000000,0.16799627
36.00000000,0.68104116,50.00000000,0.16766068
36.00000000,0.68528911,50.00000000,0.16732318
36.00000000,0.68952540,50.00000000,0.16698378
36.00000000,0.69375000,50.00000000,0.16664248
36.00000000,0.69796289,50.00000000,0.16629928
36.00000000,0.70216402,50.00000000,0.16595419
36.00000000,0.70635337,50.00000000,0.16560721
36.00000000,0.71053090,50.00000000,0.16525834
36.00000000,0.71469658,50.00000000,0.16490759
36.00000000,0.71885038,50.00000000,0.16455496
36.00000000,0.72299225,50.00000000,0.16420045
36.00000000,0.72712217,50.00000000,0.16384407
36.00000000,0.73124011,50.00000000,0.16348581
36.00000000,0.73534602,50.00000000,0.16312569
36.00000000,0.73943987,50.00000000,0.16276369
36.00000000,0.74352163,50.00000000,0.16239984
36.00000000,0.74759126,50.00000000,0.16203412
36.00000000,0.75164872,50.00000000,0.16166653
36.00000000,0.75569398,50.00000000,0.16129709
36.00000000,0.75972700,50.00000000,0.16092580
36.00000000,0.76374774,50.00000000,0.16055264
36.00000000,0.76775617,50.00000000,0.16017763
36.00000000,0.77175225,50.00000000,0.15980077
36.00000000,0.77573593,50.00000000,0.15942205
36.00000000,0.77970719,50.00000000,0.15904148
36.00000000,0.78366597,50.00000000,0.15865906
36.00000000,0.78761225,50.00000000,0.15827478
36.00000000,0.79154598,50.00000000,0.15788866
36.00000000,0.79546712,50.00000000,0.15750068
36.00000000,0.79937563,50.00000000,0.15711086
36.00000000,0.80327148,50.00000000,0.15671918
36.00000000,0.80715461,50.00000000,0.15632564
36.00000000,0.81102499,50.00000000,0.15593026
36.00000000,0.81488258,50.00000000,0.15553302
36.00000000,0.81872733,50.00000000,0.15513393
36.00000000,0.82255919,50.00000000,0.15473298
36.00000000,0.82637814,50.00000000,0.15433017
36.00000000,0.83018411,50.00000000,0.15392550
36.00000000,0.83397708,50.00000000,0.15351896
36.00000000,0.83775699,50.00000000,0.15311057
36.00000000,0.84152379,50.00000000,0.15270030
36.00000000,0.84527745,50.00000000,0.15228817
36.00000000,0.84901792,50.00000000,0.15187416
36.00000000,0.85274514,50.00000000,0.15145828
36.00000000,0.85645908,50.00000000,0.15104052
36.00000000,0.86015968,50.00000000,0.15062087
36.00000000,0.86384689,50.00000000,0.15019934
36.00000000,0.86752068,50.00000000,0.14977591
36.00000000,0.87118098,50.00000000,0.14935059
36.00000000,0.87482775,50.00000000,0.14892337
36.00000000,0.87846094,50.00000000,0.14849424
36.00000000,0.88208049,50.00000000,0.14806319
36.00000000,0.88568636,50.00000000,0.14763023
36.00000000,0.88927850,50.00000000,0.14719535
36.00000000,0.89285684,50.00000000,0.14675853
36.00000000,0.89642134,50.00000000,0.14631978
36.00000000,0.89997195,50.00000000,0.14587908
